id;age;job;education;default;day_of_week;duration;campaign;previous;cons.conf.idx;euribor3m;nr.employed;class
37539;17-24;unemployed;professional.course;no;fri;between 2 - 5;6;0;Above -35;0.7-0.9;Above 51k;yes
37540;25-34;student;basic.9y;no;fri;between 2 - 5;2;2;Above -35;0.7-0.9;Above 51k;no
37541;17-24;student;professional.course;no;fri;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;yes
37542;35-44;management;basic.9y;no;fri;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37543;55-64;retired;basic.9y;no;fri;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37544;35-44;technician;university.degree;no;fri;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;yes
37545;55-64;retired;unknown;no;fri;between 2 - 5;4;0;Above -35;0.7-0.9;Above 51k;yes
37546;Above 65;retired;professional.course;no;fri;between 2 - 5;3;1;Above -35;0.7-0.9;Above 51k;no
37547;45-54;unemployed;basic.9y;no;fri;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;no
37548;35-44;management;basic.9y;no;fri;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;no
37549;17-24;blue-collar;basic.4y;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37550;45-54;management;university.degree;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37551;35-44;technician;professional.course;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37552;55-64;management;university.degree;no;fri;between 2 - 5;2;2;Above -35;0.7-0.9;Above 51k;yes
37553;25-34;student;high.school;unknown;fri;between 6-10;1;1;Above -35;0.7-0.9;Above 51k;no
37554;17-24;blue-collar;basic.9y;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37555;17-24;blue-collar;basic.9y;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37556;35-44;management;university.degree;no;fri;between 6-10;1;1;Above -35;0.7-0.9;Above 51k;yes
37557;35-44;unemployed;university.degree;no;fri;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37558;35-44;unemployed;university.degree;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37559;25-34;student;basic.9y;no;fri;between 2 - 5;3;2;Above -35;0.7-0.9;Above 51k;no
37560;45-54;admin.;university.degree;no;fri;between 6-10;3;0;Above -35;0.7-0.9;Above 51k;yes
37561;17-24;student;high.school;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37562;17-24;student;high.school;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37563;45-54;admin.;university.degree;no;fri;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37564;25-34;student;high.school;no;fri;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37565;55-64;blue-collar;basic.4y;no;fri;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;no
37566;55-64;blue-collar;basic.4y;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37567;55-64;retired;basic.4y;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37568;35-44;admin.;high.school;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37569;Above 65;retired;basic.4y;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37570;17-24;services;high.school;no;fri;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37571;Above 65;retired;professional.course;no;fri;between 2 - 5;4;0;Above -35;0.7-0.9;Above 51k;yes
37572;17-24;unemployed;professional.course;no;fri;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;yes
37573;45-54;technician;professional.course;no;fri;between 2 - 5;6;1;Above -35;0.7-0.9;Above 51k;yes
37574;35-44;technician;professional.course;no;fri;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;yes
37575;17-24;student;high.school;no;fri;between 6-10;2;0;Above -35;0.7-0.9;Above 51k;no
37576;35-44;admin.;university.degree;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37577;17-24;admin.;university.degree;no;fri;between 2 - 5;5;0;Above -35;0.7-0.9;Above 51k;no
37578;35-44;self-employed;high.school;no;fri;between 6-10;3;1;Above -35;0.7-0.9;Above 51k;yes
37579;17-24;unemployed;professional.course;no;fri;between 2 - 5;3;1;Above -35;0.7-0.9;Above 51k;yes
37580;25-34;student;basic.9y;no;fri;between 6-10;2;1;Above -35;0.7-0.9;Above 51k;yes
37581;17-24;admin.;university.degree;no;fri;between 11-20;3;0;Above -35;0.7-0.9;Above 51k;yes
37582;55-64;retired;basic.4y;no;fri;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37583;17-24;blue-collar;basic.6y;no;fri;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;yes
37584;35-44;entrepreneur;basic.6y;no;fri;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37585;17-24;technician;university.degree;no;fri;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37586;55-64;retired;basic.9y;no;fri;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;no
37587;Above 65;retired;professional.course;no;fri;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;no
37588;17-24;unemployed;professional.course;no;fri;between 2 - 5;Above 7;0;Above -35;0.7-0.9;Above 51k;no
37589;17-24;entrepreneur;university.degree;no;fri;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;yes
37590;35-44;technician;university.degree;no;fri;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;no
37591;25-34;student;high.school;no;fri;between 2 - 5;2;2;Above -35;0.7-0.9;Above 51k;no
37592;35-44;management;high.school;no;fri;between 6-10;4;2;Above -35;0.7-0.9;Above 51k;no
37593;25-34;student;basic.9y;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37594;Above 65;retired;basic.4y;no;mon;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;no
37595;55-64;management;high.school;no;mon;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;yes
37596;Above 65;retired;high.school;no;mon;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37597;17-24;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37598;Above 65;retired;professional.course;no;mon;between 6-10;1;1;Above -35;0.7-0.9;Above 51k;yes
37599;Above 65;retired;unknown;no;mon;between 0-1;1;2;Above -35;0.7-0.9;Above 51k;no
37600;25-34;technician;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37601;35-44;management;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37602;Above 65;retired;basic.4y;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37603;Above 65;retired;basic.4y;no;mon;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;yes
37604;Above 65;retired;professional.course;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37605;Above 65;retired;high.school;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37606;55-64;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37607;17-24;technician;university.degree;no;mon;between 6-10;2;0;Above -35;0.7-0.9;Above 51k;no
37608;25-34;student;high.school;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37609;25-34;student;high.school;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37610;17-24;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37611;17-24;admin.;university.degree;no;mon;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37612;17-24;unemployed;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37613;Above 65;retired;high.school;no;mon;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37614;17-24;technician;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37615;17-24;technician;university.degree;no;mon;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37616;17-24;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37617;17-24;technician;professional.course;no;mon;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37618;17-24;technician;university.degree;no;mon;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37619;17-24;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37620;35-44;management;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37621;45-54;blue-collar;basic.4y;no;mon;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37622;17-24;services;high.school;no;mon;between 6-10;2;0;Above -35;0.7-0.9;Above 51k;no
37623;17-24;admin.;university.degree;no;mon;between 6-10;2;1;Above -35;0.7-0.9;Above 51k;yes
37624;17-24;technician;professional.course;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37625;45-54;technician;high.school;no;mon;between 11-20;1;0;Above -35;0.7-0.9;Above 51k;yes
37626;35-44;admin.;university.degree;no;mon;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37627;25-34;student;basic.6y;no;mon;between 11-20;1;0;Above -35;0.7-0.9;Above 51k;no
37628;25-34;technician;professional.course;no;mon;between 6-10;1;2;Above -35;0.7-0.9;Above 51k;yes
37629;17-24;self-employed;university.degree;no;mon;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37630;17-24;self-employed;university.degree;no;mon;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37631;17-24;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37632;17-24;admin.;university.degree;no;mon;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;yes
37633;17-24;admin.;university.degree;no;mon;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;no
37634;35-44;admin.;high.school;no;mon;between 11-20;1;1;Above -35;0.7-0.9;Above 51k;yes
37635;17-24;management;university.degree;no;mon;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37636;Above 65;retired;basic.9y;no;mon;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37637;45-54;entrepreneur;high.school;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37638;25-34;student;professional.course;no;mon;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;yes
37639;17-24;unemployed;university.degree;no;tue;between 0-1;2;0;Above -35;0.7-0.9;Above 51k;no
37640;Above 65;retired;basic.6y;no;tue;between 6-10;2;0;Above -35;0.7-0.9;Above 51k;yes
37641;35-44;admin.;university.degree;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37642;Above 65;housemaid;basic.4y;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37643;17-24;admin.;high.school;no;tue;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37644;55-64;retired;university.degree;no;tue;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;yes
37645;55-64;retired;university.degree;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37646;17-24;admin.;university.degree;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37647;17-24;admin.;university.degree;no;tue;between 6-10;1;1;Above -35;0.7-0.9;Above 51k;no
37648;17-24;admin.;high.school;no;tue;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37649;17-24;admin.;high.school;no;tue;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;no
37650;17-24;admin.;university.degree;no;tue;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37651;45-54;admin.;university.degree;no;tue;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37652;45-54;technician;university.degree;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37653;17-24;technician;university.degree;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37654;55-64;management;university.degree;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37655;55-64;management;university.degree;no;tue;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37656;55-64;retired;university.degree;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37657;17-24;admin.;university.degree;no;tue;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37658;35-44;admin.;university.degree;no;tue;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37659;35-44;admin.;university.degree;no;tue;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;yes
37660;35-44;technician;university.degree;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37661;17-24;services;high.school;no;tue;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37662;Above 65;retired;basic.4y;unknown;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37663;45-54;admin.;university.degree;no;tue;between 6-10;2;1;Above -35;0.7-0.9;Above 51k;yes
37664;17-24;technician;professional.course;no;tue;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37665;55-64;management;university.degree;no;tue;between 6-10;2;0;Above -35;0.7-0.9;Above 51k;yes
37666;17-24;blue-collar;basic.4y;no;tue;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;yes
37667;25-34;student;high.school;no;tue;between 6-10;1;1;Above -35;0.7-0.9;Above 51k;yes
37668;55-64;retired;high.school;unknown;tue;between 6-10;1;1;Above -35;0.7-0.9;Above 51k;yes
37669;17-24;admin.;university.degree;no;tue;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37670;Above 65;retired;basic.4y;no;tue;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37671;55-64;retired;university.degree;no;tue;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;no
37672;35-44;technician;professional.course;no;tue;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;yes
37673;35-44;admin.;university.degree;no;tue;between 6-10;3;0;Above -35;0.7-0.9;Above 51k;no
37674;17-24;admin.;high.school;no;wed;between 6-10;4;0;Above -35;0.7-0.9;Above 51k;no
37675;35-44;technician;university.degree;no;wed;between 2 - 5;5;0;Above -35;0.7-0.9;Above 51k;no
37676;Above 65;retired;basic.4y;no;wed;between 6-10;1;1;Above -35;0.7-0.9;Above 51k;yes
37677;17-24;admin.;high.school;no;wed;between 2 - 5;4;0;Above -35;0.7-0.9;Above 51k;no
37678;17-24;admin.;high.school;no;wed;between 6-10;2;0;Above -35;0.7-0.9;Above 51k;no
37679;55-64;unemployed;high.school;no;wed;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37680;Above 65;retired;basic.4y;no;wed;between 2 - 5;4;0;Above -35;0.7-0.9;Above 51k;no
37681;17-24;technician;university.degree;no;wed;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37682;35-44;technician;university.degree;no;wed;between 2 - 5;4;0;Above -35;0.7-0.9;Above 51k;yes
37683;35-44;admin.;university.degree;no;wed;between 11-20;2;2;Above -35;0.7-0.9;Above 51k;yes
37684;35-44;admin.;university.degree;no;wed;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;yes
37685;55-64;housemaid;basic.4y;no;wed;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37686;25-34;student;basic.9y;no;wed;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37687;17-24;technician;university.degree;no;wed;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;yes
37688;17-24;admin.;university.degree;no;wed;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37689;55-64;unknown;university.degree;no;wed;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37690;17-24;admin.;high.school;no;wed;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37691;Above 65;retired;university.degree;no;wed;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;yes
37692;17-24;admin.;university.degree;no;wed;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37693;Above 65;retired;basic.4y;unknown;wed;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37694;55-64;retired;basic.4y;no;wed;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;yes
37695;17-24;admin.;university.degree;no;wed;between 6-10;1;1;Above -35;0.7-0.9;Above 51k;no
37696;17-24;admin.;university.degree;no;wed;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37697;17-24;unemployed;university.degree;no;wed;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37698;17-24;admin.;high.school;no;wed;between 6-10;2;0;Above -35;0.7-0.9;Above 51k;no
37699;45-54;technician;basic.9y;no;wed;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37700;35-44;admin.;university.degree;no;wed;between 2 - 5;5;0;Above -35;0.7-0.9;Above 51k;no
37701;17-24;admin.;university.degree;no;wed;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37702;Above 65;retired;basic.4y;no;wed;between 2 - 5;3;Above 3;Above -35;0.7-0.9;Above 51k;no
37703;17-24;admin.;university.degree;no;wed;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;yes
37704;35-44;admin.;high.school;no;thu;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37705;35-44;admin.;university.degree;no;thu;between 6-10;3;1;Above -35;0.7-0.9;Above 51k;yes
37706;17-24;admin.;university.degree;no;thu;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37707;Above 65;retired;basic.6y;no;thu;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37708;35-44;technician;professional.course;no;thu;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;yes
37709;17-24;admin.;university.degree;no;thu;between 6-10;6;1;Above -35;0.7-0.9;Above 51k;yes
37710;17-24;admin.;university.degree;no;thu;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37711;35-44;blue-collar;high.school;no;thu;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37712;35-44;student;unknown;no;thu;between 11-20;1;0;Above -35;0.7-0.9;Above 51k;no
37713;55-64;admin.;university.degree;no;thu;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37714;17-24;management;university.degree;no;thu;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;yes
37715;35-44;services;high.school;no;thu;between 2 - 5;5;0;Above -35;0.7-0.9;Above 51k;no
37716;Above 65;retired;basic.9y;no;thu;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37717;Above 65;retired;university.degree;no;thu;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;yes
37718;17-24;admin.;university.degree;no;thu;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37719;17-24;admin.;university.degree;no;thu;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37720;25-34;admin.;university.degree;no;thu;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37721;25-34;admin.;university.degree;no;thu;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37722;45-54;self-employed;university.degree;no;thu;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37723;17-24;admin.;university.degree;no;thu;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37724;17-24;student;university.degree;no;thu;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37725;35-44;admin.;professional.course;no;thu;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37726;17-24;technician;professional.course;no;thu;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37727;17-24;technician;professional.course;no;thu;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;yes
37728;17-24;technician;professional.course;no;thu;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;yes
37729;17-24;student;university.degree;no;thu;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37730;17-24;technician;unknown;no;thu;between 6-10;2;1;Above -35;0.7-0.9;Above 51k;yes
37731;45-54;management;high.school;no;fri;between 2 - 5;4;0;Above -35;0.7-0.9;Above 51k;yes
37732;45-54;admin.;university.degree;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37733;55-64;retired;unknown;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37734;55-64;retired;university.degree;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37735;55-64;retired;university.degree;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37736;Above 65;retired;basic.4y;no;fri;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37737;Above 65;retired;basic.4y;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37738;55-64;retired;basic.4y;no;fri;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;yes
37739;55-64;retired;basic.4y;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37740;55-64;retired;basic.4y;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37741;55-64;retired;university.degree;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37742;35-44;admin.;university.degree;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37743;55-64;admin.;university.degree;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37744;Above 65;retired;basic.4y;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37745;35-44;student;unknown;no;fri;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37746;45-54;admin.;university.degree;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37747;45-54;technician;university.degree;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37748;25-34;student;high.school;no;fri;between 2 - 5;1;Above 3;Above -35;0.7-0.9;Above 51k;no
37749;25-34;student;high.school;no;fri;between 0-1;1;0;Above -35;0.7-0.9;Above 51k;no
37750;25-34;student;high.school;no;fri;between 0-1;1;1;Above -35;0.7-0.9;Above 51k;no
37751;25-34;student;high.school;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37752;25-34;student;high.school;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37753;17-24;unemployed;professional.course;no;fri;between 6-10;2;1;Above -35;0.7-0.9;Above 51k;yes
37754;45-54;admin.;university.degree;no;fri;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;yes
37755;55-64;management;university.degree;no;fri;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37756;55-64;admin.;university.degree;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37757;Above 65;housemaid;basic.4y;no;fri;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;yes
37758;17-24;blue-collar;high.school;no;fri;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;yes
37759;35-44;admin.;high.school;no;fri;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;yes
37760;55-64;retired;unknown;no;fri;between 2 - 5;3;1;Above -35;0.7-0.9;Above 51k;no
37761;35-44;admin.;university.degree;no;fri;between 6-10;2;1;Above -35;0.7-0.9;Above 51k;yes
37762;35-44;admin.;university.degree;no;fri;between 6-10;5;2;Above -35;0.7-0.9;Above 51k;no
37763;55-64;retired;unknown;no;fri;between 2 - 5;4;0;Above -35;0.7-0.9;Above 51k;yes
37764;25-34;student;unknown;no;fri;between 11-20;1;2;Above -35;0.7-0.9;Above 51k;yes
37765;25-34;student;unknown;no;fri;between 6-10;1;1;Above -35;0.7-0.9;Above 51k;yes
37766;Above 65;retired;university.degree;no;mon;between 2 - 5;3;1;Above -35;0.7-0.9;Above 51k;no
37767;17-24;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37768;45-54;self-employed;university.degree;no;mon;between 6-10;2;0;Above -35;0.7-0.9;Above 51k;no
37769;17-24;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37770;Above 65;retired;basic.4y;unknown;mon;between 6-10;2;1;Above -35;0.7-0.9;Above 51k;yes
37771;45-54;housemaid;university.degree;no;mon;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;yes
37772;35-44;unemployed;high.school;no;mon;between 11-20;2;0;Above -35;0.7-0.9;Above 51k;yes
37773;Above 65;retired;university.degree;no;mon;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37774;Above 65;housemaid;basic.4y;no;mon;between 6-10;4;0;Above -35;0.7-0.9;Above 51k;no
37775;55-64;retired;university.degree;no;mon;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37776;Above 65;retired;university.degree;no;mon;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37777;35-44;admin.;university.degree;no;mon;between 0-1;1;2;Above -35;0.7-0.9;Above 51k;no
37778;55-64;retired;university.degree;no;mon;between 6-10;1;0;Above -35;0.7-0.9;Above 51k;no
37779;45-54;self-employed;university.degree;no;mon;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37780;55-64;retired;basic.9y;no;mon;between 2 - 5;2;1;Above -35;0.7-0.9;Above 51k;no
37781;55-64;retired;university.degree;no;mon;between 6-10;2;1;Above -35;0.7-0.9;Above 51k;no
37782;45-54;technician;high.school;no;tue;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37783;17-24;admin.;university.degree;no;tue;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;no
37784;Above 65;retired;basic.4y;unknown;tue;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;yes
37785;Above 65;retired;high.school;no;tue;between 0-1;3;0;Above -35;0.7-0.9;Above 51k;no
37786;35-44;technician;high.school;no;tue;between 2 - 5;3;0;Above -35;0.7-0.9;Above 51k;no
37787;35-44;services;high.school;no;tue;between 2 - 5;2;2;Above -35;0.7-0.9;Above 51k;no
37788;35-44;student;unknown;no;tue;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;no
37789;55-64;housemaid;basic.4y;no;tue;between 6-10;1;1;Above -35;0.7-0.9;Above 51k;yes
37790;45-54;admin.;high.school;no;tue;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;yes
37791;55-64;retired;high.school;no;tue;between 6-10;4;0;Above -35;0.7-0.9;Above 51k;no
37792;45-54;admin.;high.school;no;tue;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37793;45-54;admin.;high.school;no;tue;between 2 - 5;1;2;Above -35;0.7-0.9;Above 51k;no
37794;45-54;technician;professional.course;no;tue;between 0-1;2;0;Above -35;0.7-0.9;Above 51k;no
37795;55-64;technician;unknown;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37796;55-64;technician;unknown;no;tue;between 2 - 5;1;1;Above -35;0.7-0.9;Above 51k;no
37797;55-64;technician;unknown;no;tue;between 0-1;1;1;Above -35;0.7-0.9;Above 51k;no
37798;55-64;unknown;unknown;no;tue;between 2 - 5;1;0;Above -35;0.7-0.9;Above 51k;no
37799;55-64;retired;high.school;no;tue;between 2 - 5;2;0;Above -35;0.7-0.9;Above 51k;yes
